Category,Series Name,Series Code,Attribution
Education,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,-0.020187077
Environment,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-0.020347083
Aid Effectiveness,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,-0.020371777
Health,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,-0.020529468
Gender,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,-0.020534447
Private Sector,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,-0.020538144
Education,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,-0.020542512
Health,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,-0.020605041
Social Development,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,-0.020615974
Aid Effectiveness,Net official development assistance received (constant 2020 US$),DT.ODA.ODAT.KD,-0.020655248
Agriculture & Rural Development,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,-0.020697421
Gender,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,-0.020715134
Infrastructure,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,-0.020752475
Private Sector,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,-0.020791773
Environment,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,-0.021053295
Environment,Surface area (sq. km),AG.SRF.TOTL.K2,-0.02110524
Private Sector,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,-0.021173361
Private Sector,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,-0.021267684
Aid Effectiveness,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,-0.021393801
Social Development,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,-0.021413868
Public Sector,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,-0.021661058
Financial Sector,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,-0.021697991
Aid Effectiveness,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,-0.021858744
Environment,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,-0.021863621
Environment,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,-0.021876535
Health,"International migrant stock, total",SM.POP.TOTL,-0.021929651
Environment,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,-0.021968917
Public Sector,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,-0.022079621
Public Sector,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,-0.022263507
Financial Sector,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,-0.022276478
Economy & Growth,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,-0.022317231
Poverty,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,-0.022336167
Health,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,-0.022389894
Aid Effectiveness,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,-0.022524466
Environment,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,-0.022631602
Social Development,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,-0.022714496
Environment,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,-0.022794593
Private Sector,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,-0.022829078
Gender,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,-0.022832053
Financial Sector,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.022914148
Environment,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,-0.023000985
Climate Change,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,-0.023035401
Gender,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.MA,-0.023116541
Private Sector,Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,-0.023145998
Education,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,-0.023209432
Public Sector,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,-0.02337851
Gender,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,-0.023415188
Economy & Growth,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-0.023438033
Agriculture & Rural Development,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,-0.023491998
Health,"Population ages 0-14, female",SP.POP.0014.FE.IN,-0.023527897
Gender,"Population ages 00-14, total",SP.POP.0014.TO,-0.023530138
Gender,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,-0.023547536
Education,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,-0.023561557
Gender,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,-0.02366908
Environment,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,-0.023846303
Environment,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-0.02397627
Aid Effectiveness,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,-0.024008182
Public Sector,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,-0.024015415
Private Sector,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,-0.024022051
Health,"Probability of dying among adolescents ages 10-19 years (per 1,000)",SH.DYN.1019,-0.024132345
Private Sector,"Time required to start a business, male (days)",IC.REG.DURS.MA,-0.024142751
Agriculture & Rural Development,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,-0.024325862
Gender,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.FE,-0.024517068
Health,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,-0.024536672
Poverty,"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,-0.024565362
Gender,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,-0.024649536
Social Development,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,-0.0247513
Health,"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE,-0.024886805
Agriculture & Rural Development,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,-0.024895375
Aid Effectiveness,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,-0.024912927
Private Sector,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,-0.024943313
Gender,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,-0.024946027
Health,"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,-0.02498123
Private Sector,"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,-0.025007765
Science & Technology,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,-0.025053999
Private Sector,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,-0.025176376
Private Sector,"Time to export, border compliance (hours)",IC.EXP.TMBC,-0.025397325
Gender,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,-0.025409311
Environment,Land area (sq. km),AG.LND.TOTL.K2,-0.025517391
Private Sector,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,-0.025542406
Infrastructure,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,-0.025738474
Environment,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,-0.025755547
Social Development,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,-0.025814469
Health,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,-0.025999711
Aid Effectiveness,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,-0.02604734
Environment,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,-0.02606771
Private Sector,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,-0.026121988
Gender,"Population ages 00-04, female",SP.POP.0004.FE,-0.026197476
Economy & Growth,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,-0.026235921
Poverty,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,-0.026357512
Public Sector,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,-0.026396308
Gender,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,-0.026490977
Private Sector,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,-0.02649104
Gender,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,-0.026524623
Health,Refugee population by country or territory of asylum,SM.POP.REFG,-0.026570958
Education,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,-0.02664607
Health,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,-0.026731162
Private Sector,New businesses registered (number),IC.BUS.NREG,-0.02681005
Health,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,-0.026910828
Private Sector,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,-0.026919185
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,-0.026965859
Financial Sector,Real effective exchange rate index (2010 = 100),PX.REX.REER,-0.026986557
Environment,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,-0.027114022
Energy & Mining,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,-0.027122062
Aid Effectiveness,Net official aid received (current US$),DT.ODA.OATL.CD,-0.027194459
Public Sector,Rule of Law: Number of Sources,RL.NO.SRC,-0.027210927
Urban Development,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,-0.027215983
Health,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,-0.027296033
Private Sector,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,-0.027358427
Health,"Probability of dying among adolescents ages 10-19 years, male (per 1,000)",SH.DYN.1019.MA,-0.027388605
Gender,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,-0.027398231
Public Sector,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,-0.027527091
Infrastructure,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,-0.027729702
Gender,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,-0.028034451
Private Sector,High-technology exports (current US$),TX.VAL.TECH.CD,-0.028056642
External Debt,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,-0.028066346
Economy & Growth,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,-0.028310197
Environment,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,-0.028336633
Social Development,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,-0.02833893
Economy & Growth,GNI per capita (constant LCU),NY.GNP.PCAP.KN,-0.028347631
Health,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,-0.028450467
Poverty,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,-0.028463315
Private Sector,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,-0.028526545
Social Development,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,-0.02854543
Environment,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,-0.028706505
Environment,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,-0.028724651
Public Sector,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,-0.028739496
Financial Sector,Total reserves in months of imports,FI.RES.TOTL.MO,-0.028784964
Environment,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,-0.028806293
Aid Effectiveness,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,-0.028994109
Economy & Growth,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,-0.029105807
Economy & Growth,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-0.029125053
Urban Development,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,-0.029127858
Financial Sector,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,-0.029429647
Private Sector,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,-0.029511082
Economy & Growth,Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,-0.029649113
Public Sector,Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,-0.029785536
Gender,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,-0.029858236
Gender,"Population ages 05-09, female",SP.POP.0509.FE,-0.030017187
Gender,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,-0.03003491
Public Sector,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,-0.03009708
Private Sector,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,-0.030114846
Economy & Growth,GDP (current US$),NY.GDP.MKTP.CD,-0.030117952
Economy & Growth,GNI (constant LCU),NY.GNP.MKTP.KN,-0.030217631
Gender,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,-0.030346835
Environment,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,-0.030684316
Financial Sector,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,-0.030701143
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,-0.030740577
Economy & Growth,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,-0.030772888
Social Development,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,-0.030828372
Aid Effectiveness,Net official development assistance and official aid received (constant 2020 US$),DT.ODA.ALLD.KD,-0.030869484
Gender,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,-0.031535365
Gender,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,-0.031799656
Gender,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN,-0.031818105
Environment,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,-0.032049367
Private Sector,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,-0.032195951
Financial Sector,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,-0.032230579
Public Sector,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,-0.032444039
Environment,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,-0.03254762
External Debt,"IFC, private nonguaranteed (NFL, US$)",DT.NFL.NIFC.CD,-0.032613883
Environment,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,-0.032615343
Private Sector,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,-0.032654343
Environment,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,-0.032688532
Gender,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,-0.032846259
Gender,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,-0.032880744
Private Sector,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,-0.03288857
Aid Effectiveness,Net official aid received (constant 2020 US$),DT.ODA.OATL.KD,-0.032948211
Education,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,-0.033125103
Social Development,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,-0.033163234
Private Sector,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,-0.033579279
Health,"Probability of dying among adolescents ages 15-19 years, female (per 1,000)",SH.DYN.1519.FE,-0.033662629
Health,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,-0.033771445
Social Development,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,-0.033914675
Infrastructure,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,-0.033977598
Gender,"Population ages 10-14, female",SP.POP.1014.FE,-0.034131384
Gender,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,-0.034249896
Gender,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN,-0.034569157
Gender,"Age dependency ratio, old",SP.POP.DPND.OL,-0.03506347
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,-0.035094984
Education,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,-0.035108491
Financial Sector,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-0.035260369
Environment,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,-0.035316286
Gender,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,-0.035414967
Gender,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,-0.035440634
Financial Sector,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,-0.035450684
Public Sector,Rule of Law: Standard Error,RL.STD.ERR,-0.035473411
Private Sector,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,-0.035650245
Health,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,-0.036225859
Gender,"Children out of school, primary, male",SE.PRM.UNER.MA,-0.036781901
Health,"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONU.SA.ZS,-0.037259989
Aid Effectiveness,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-0.037431425
Environment,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,-0.037449719
Health,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,-0.037485686
Health,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,-0.037692977
Gender,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,-0.037756365
Infrastructure,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,-0.037904528
Social Development,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,-0.037904906
Economy & Growth,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD,-0.037955197
Economy & Growth,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,-0.038390328
External Debt,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,-0.038616307
Gender,"Age population, age 25, male, interpolated",SP.POP.AG25.MA.IN,-0.038656731
Health,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,-0.038658525
Gender,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,-0.038707094
Health,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,-0.039110723
Health,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,-0.039130902
Gender,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,-0.039192807
Economy & Growth,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,-0.039590961
Private Sector,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,-0.039663381
Health,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,-0.039890652
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,-0.04004373
Gender,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,-0.040145819
Financial Sector,Total reserves minus gold (current US$),FI.RES.XGLD.CD,-0.040274612
Health,"Contraceptive prevalence, any modern method (% of all women ages 15-49)",SP.DYN.CONM.AL.ZS,-0.040605582
Economy & Growth,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,-0.041521539
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,-0.042187624
Gender,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,-0.042827354
Education,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,-0.043028358
Gender,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,-0.043045265
Public Sector,"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,-0.043272417
Infrastructure,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,-0.043308127
Gender,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,-0.043680709
Private Sector,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,-0.043925625
Health,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,-0.044072003
Public Sector,Voice and Accountability: Standard Error,VA.STD.ERR,-0.044301983
Gender,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,-0.044533772
Gender,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,-0.04467301
Economy & Growth,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,-0.045919658
Health,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,-0.046035978
Health,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,-0.046471325
Gender,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,-0.04702432
Private Sector,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,-0.04729948
Economy & Growth,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.047636796
Financial Sector,Broad money growth (annual %),FM.LBL.BMNY.ZG,-0.047644105
Aid Effectiveness,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-0.04769395
Financial Sector,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,-0.047711981
Education,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,-0.048371127
Private Sector,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,-0.04894703
Gender,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,-0.049277254
Education,Primary school age children out-of-school (%),SE.LPV.PRIM.SD,-0.049328867
Gender,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,-0.050424501
Gender,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,-0.050603746
Health,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,-0.052662565
Financial Sector,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-0.053036855
Education,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,-0.053633711
Health,"Probability of dying among adolescents ages 10-19 years, female (per 1,000)",SH.DYN.1019.FE,-0.054504088
External Debt,Net official development assistance received (current US$),DT.ODA.ODAT.CD,-0.055330992
Environment,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,-0.055398386
Health,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,-0.056347497
Health,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,-0.056356925
Financial Sector,Net foreign assets (current LCU),FM.AST.NFRG.CN,-0.056376766
Energy & Mining,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,-0.056381185
Economy & Growth,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,-0.05686394
Poverty,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,-0.057324574
Economy & Growth,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,-0.058917564
Gender,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,-0.05904199
Gender,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,-0.05986217
Financial Sector,Net migration,SM.POP.NETM,-0.0603581
Social Development,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,-0.064305342
Economy & Growth,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,-0.067125643
Climate Change,"Population, total",SP.POP.TOTL,-0.075612984
Education,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,-0.077323354
Health,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,-0.080357521
Economy & Growth,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,-0.081129622
Public Sector,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-0.083312268
Public Sector,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,-0.090217055
Health,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,-0.09287994
Infrastructure,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,-0.101504527
External Debt,Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,-0.109493142
Health,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,-0.152280955
Health,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,-0.155215314
