,Category,Series Name,Series Code
1554,Private Sector,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT
1555,Economy & Growth,GDP (current US$),NY.GDP.MKTP.CD
1556,Economy & Growth,GNI (constant LCU),NY.GNP.MKTP.KN
1557,Gender,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE
1558,Environment,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS
1559,Financial Sector,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS
1560,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD
1561,Economy & Growth,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD
1562,Social Development,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS
1563,Aid Effectiveness,Net official development assistance and official aid received (constant 2020 US$),DT.ODA.ALLD.KD
1564,Gender,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS
1565,Gender,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS
1566,Gender,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN
1567,Environment,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE
1568,Private Sector,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ
1569,Financial Sector,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD
1570,Public Sector,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER
1571,Environment,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS
1572,External Debt,"IFC, private nonguaranteed (NFL, US$)",DT.NFL.NIFC.CD
1573,Environment,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD
1574,Private Sector,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ
1575,Environment,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS
1576,Gender,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN
1577,Gender,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS
1578,Private Sector,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ
1579,Aid Effectiveness,Net official aid received (constant 2020 US$),DT.ODA.OATL.KD
1580,Education,"School enrollment, preprimary (% gross)",SE.PRE.ENRR
1581,Social Development,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
1582,Private Sector,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS
1583,Health,"Probability of dying among adolescents ages 15-19 years, female (per 1,000)",SH.DYN.1519.FE
1584,Health,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS
1585,Social Development,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS
1586,Infrastructure,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD
1587,Gender,"Population ages 10-14, female",SP.POP.1014.FE
1588,Gender,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA
1589,Gender,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN
1590,Gender,"Age dependency ratio, old",SP.POP.DPND.OL
1591,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD
1592,Education,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS
1593,Financial Sector,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD
1594,Environment,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS
1595,Gender,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS
1596,Gender,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN
1597,Financial Sector,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ
1598,Public Sector,Rule of Law: Standard Error,RL.STD.ERR
1599,Private Sector,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ
1600,Health,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5
1601,Gender,"Children out of school, primary, male",SE.PRM.UNER.MA
1602,Health,"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONU.SA.ZS
1603,Aid Effectiveness,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD
1604,Environment,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
1605,Health,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE
1606,Health,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5
1607,Gender,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS
1608,Infrastructure,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD
1609,Social Development,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS
1610,Economy & Growth,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD
1611,Economy & Growth,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN
1612,External Debt,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD
1613,Gender,"Age population, age 25, male, interpolated",SP.POP.AG25.MA.IN
1614,Health,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD
1615,Gender,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
1616,Health,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD
1617,Health,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD
1618,Gender,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS
1619,Economy & Growth,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG
1620,Private Sector,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD
1621,Health,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS
1622,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD
1623,Gender,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS
1624,Financial Sector,Total reserves minus gold (current US$),FI.RES.XGLD.CD
1625,Health,"Contraceptive prevalence, any modern method (% of all women ages 15-49)",SP.DYN.CONM.AL.ZS
1626,Economy & Growth,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN
1627,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD
1628,Gender,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS
1629,Education,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS
1630,Gender,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN
1631,Public Sector,"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS
1632,Infrastructure,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2
1633,Gender,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS
1634,Private Sector,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ
1635,Health,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS
1636,Public Sector,Voice and Accountability: Standard Error,VA.STD.ERR
1637,Gender,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN
1638,Gender,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS
1639,Economy & Growth,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG
1640,Health,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT
1641,Health,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS
1642,Gender,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN
1643,Private Sector,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT
1644,Economy & Growth,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG
1645,Financial Sector,Broad money growth (annual %),FM.LBL.BMNY.ZG
1646,Aid Effectiveness,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD
1647,Financial Sector,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS
1648,Education,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519
1649,Private Sector,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS
1650,Gender,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS
1651,Education,Primary school age children out-of-school (%),SE.LPV.PRIM.SD
1652,Gender,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS
1653,Gender,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA
1654,Health,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM
1655,Financial Sector,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD
1656,Education,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
1657,Health,"Probability of dying among adolescents ages 10-19 years, female (per 1,000)",SH.DYN.1019.FE
1658,External Debt,Net official development assistance received (current US$),DT.ODA.ODAT.CD
1659,Environment,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS
1660,Health,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS
1661,Health,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE
1662,Financial Sector,Net foreign assets (current LCU),FM.AST.NFRG.CN
1663,Energy & Mining,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
1664,Economy & Growth,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD
1665,Poverty,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP
1666,Economy & Growth,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD
1667,Gender,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN
1668,Gender,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS
1669,Financial Sector,Net migration,SM.POP.NETM
1670,Social Development,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS
1671,Economy & Growth,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD
1672,Climate Change,"Population, total",SP.POP.TOTL
1673,Education,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS
1674,Health,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD
1675,Economy & Growth,Gross domestic income (constant LCU),NY.GDY.TOTL.KN
1676,Public Sector,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS
1677,Public Sector,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN
1678,Health,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS
1679,Infrastructure,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD
1680,External Debt,Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS
1681,Health,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS
1682,Health,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS
